Date,HE,PGE,SCE,SDGE,VEA,CAISO Total
9/22/2018,4,9801.478313,10154.97574,1891.973563,43.36197414,21891.78959
9/22/2018,5,10002.74643,10331.65534,1951.06142,44.69807148,22330.16127
9/22/2018,6,10464.63707,10581.55895,2038.502835,46.7414345,23131.44029
9/22/2018,7,10839.51726,10623.71852,2072.294901,48.3318208,23583.86251
9/22/2018,8,11054.6797,11034.91206,2128.676356,50.90046736,24269.16858
9/22/2018,9,11050.90471,11527.80084,2165.449472,54.27176098,24798.42679
9/22/2018,10,10887.51755,12110.98388,2199.607352,59.78523561,25257.89401
9/22/2018,11,10910.73276,12796.0395,2227.36016,67.41823992,26001.55066
9/22/2018,12,11095.79017,13675.50221,2298.277622,75.84196241,27145.41197
9/22/2018,13,11511.30223,14724.80372,2372.426694,82.74171807,28691.27436
9/22/2018,14,12037.92923,15677.68749,2513.805429,87.28471534,30316.70686
9/22/2018,15,12683.63015,16357.59026,2666.817028,90.83670982,31798.87414
9/22/2018,16,13382.73831,16703.31356,2801.785596,92.53621708,32980.37369
9/22/2018,17,13960.45698,16435.86473,2900.301873,91.25076487,33387.87435
9/22/2018,18,14110.42326,15730.47326,2889.555885,85.27048514,32815.72289
9/22/2018,19,14079.14554,15445.56543,2949.658826,79.57977935,32553.94957
9/22/2018,20,13658.67744,14736.26555,2891.080743,72.65266947,31358.67641
9/22/2018,21,12962.81641,13843.42425,2745.810539,66.23593188,29618.28713
9/22/2018,22,12153.67887,12928.91178,2527.935523,59.53859278,27670.06477
9/22/2018,23,11285.32698,11971.70975,2329.145644,53.67754433,25639.85992
9/23/2018,0,10632.77319,11198.57882,2172.038027,49.21161259,24052.60166
9/23/2018,1,10152.39183,10623.1341,2069.821871,46.52436245,22891.87217
9/23/2018,2,9817.281854,10170.79795,1991.920402,45.03871046,22025.03891
9/23/2018,3,9569.82727,9872.571736,1926.041831,44.16534098,21412.60618
9/23/2018,4,9491.04737,9736.140266,1905.266576,43.81317347,21176.26739
9/23/2018,5,9586.609531,9787.226927,1948.432703,45.07484093,21367.344
9/23/2018,6,9809.951981,9912.756039,2019.042482,46.71521771,21788.46572
9/23/2018,7,9905.623176,9886.095089,2063.257089,48.42009335,21903.39545
9/23/2018,8,10140.55033,10307.02495,2154.690126,51.66163797,22653.92705
9/23/2018,9,10181.26963,10744.97466,2224.030125,57.40170756,23207.67613
9/23/2018,10,10208.61283,11214.87446,2094.837811,64.7040087,23583.02911
9/23/2018,11,10303.34939,11810.26522,2078.844454,72.83548111,24265.29455
9/23/2018,12,10483.89653,12560.02657,2130.67763,80.62517473,25255.2259
9/23/2018,13,10904.34526,13380.28786,2178.26161,86.5346677,26549.4294
9/23/2018,14,11476.42749,14250.26592,2313.467911,90.8623956,28131.02372
9/23/2018,15,12195.4912,14899.5897,2434.177308,92.94087038,29622.19908
9/23/2018,16,12828.44793,15349.24036,2566.11352,94.33484752,30838.13666
9/23/2018,17,13579.97237,15297.42748,2688.997023,93.43461677,31659.83149
9/23/2018,18,13871.70162,14845.36305,2777.202484,87.97292574,31582.24008
9/23/2018,19,13946.8113,14785.25625,2864.903472,82.55246922,31679.52349
9/23/2018,20,13499.18032,14180.09381,2782.94267,74.76890003,30536.9857
9/23/2018,21,12649.17265,13272.25992,2636.931082,66.53441237,28624.89806
9/23/2018,22,11593.24486,12200.15476,2401.928505,59.45497277,26254.7831
9/23/2018,23,10698.99568,11221.80871,2166.701164,53.49505686,24141.00061
9/24/2018,0,10136.18747,10541.42325,2059.929427,49.54838124,22787.08853
9/24/2018,1,9718.208092,10079.88027,1999.197647,47.00398241,21844.28999
9/24/2018,2,9479.910927,9790.286598,1938.343112,45.58841937,21254.12906
9/24/2018,3,9398.686635,9701.437723,1927.50436,45.04521056,21072.67393
9/24/2018,4,9597.053345,9976.74025,1961.433494,46.05242327,21581.27951
9/24/2018,5,10200.43171,10666.89704,2130.849093,49.49550656,23047.67335
9/24/2018,6,11274.49347,11676.21461,2364.078647,53.19577133,25367.98249
9/24/2018,7,11935.13435,12166.70913,2533.843031,55.18465835,26690.87116
9/24/2018,8,11973.51097,12519.71807,2669.375038,58.30515118,27220.90923
9/24/2018,9,11898.89439,12836.04712,2709.244208,63.23787015,27507.42359
9/24/2018,10,11962.93308,13030.68402,2707.624522,69.46176191,27770.70339
9/24/2018,11,12235.24318,13271.80309,2669.909244,76.75626602,28253.71178
9/24/2018,12,12400.62157,13630.70755,2562.3061,83.84462952,28677.47985
9/24/2018,13,12913.45371,14190.82657,2495.687317,88.59973968,29688.56734
9/24/2018,14,13155.67253,14795.42291,2474.727049,91.91688686,30517.73937
9/24/2018,15,13793.49383,15259.41464,2478.384207,93.71013811,31625.00281
9/24/2018,16,14407.88639,15466.84028,2536.488889,95.01649625,32506.23205
9/24/2018,17,14949.18221,15218.22867,2616.382203,93.90484022,32877.69792
9/24/2018,18,15032.51257,14893.1437,2708.041852,87.36683836,32721.06497
9/24/2018,19,14985.23341,14965.56757,2815.304258,80.76823531,32846.87347
9/24/2018,20,14410.30311,14421.84437,2724.009235,72.24665317,31628.40336
9/24/2018,21,13415.53929,13558.52366,2576.562064,65.03737483,29615.66239
9/24/2018,22,12255.6015,12371.53341,2337.17955,57.98659638,27022.30106
9/24/2018,23,11198.75265,11396.62377,2152.923146,51.56408854,24799.86365
9/25/2018,0,10648.23128,10637.65235,2047.366483,47.71948352,23380.9696
9/25/2018,1,10205.06347,10015.03437,1944.072773,44.88689447,22209.05751
9/25/2018,2,9874.651626,9699.871832,1886.625671,43.62735979,21504.77649
9/25/2018,3,9778.232575,9589.212886,1863.514964,43.6825392,21274.64296
9/25/2018,4,9932.001822,9823.226211,1907.890054,45.30812147,21708.42621
9/25/2018,5,10501.8556,10450.94915,2058.918451,49.14861163,23060.87181
9/25/2018,6,11566.37182,11442.96322,2313.74668,52.7239244,25375.80564
9/25/2018,7,12123.22756,11907.35645,2465.060429,54.43652275,26550.08097
9/25/2018,8,12093.95439,12174.13845,2537.812602,56.44477863,26862.35022
9/25/2018,9,11978.3399,12489.84082,2627.394795,59.097429,27154.67295
9/25/2018,10,11905.2518,12660.44409,2607.08654,63.53245975,27236.31489
9/25/2018,11,11967.74653,12576.88003,2393.874698,68.2948579,27006.79611
9/25/2018,12,12167.03666,12756.34643,2232.66404,75.24718017,27231.29432
9/25/2018,13,12625.68789,13270.16679,2278.007118,81.33350162,28255.19529
9/25/2018,14,13160.34248,13774.72861,2360.265913,86.86749006,29382.20449
9/25/2018,15,13821.71986,14401.88158,2486.178627,90.31820004,30800.09826
9/25/2018,16,14402.56087,14857.23399,2606.202965,91.91705039,31957.91488
9/25/2018,17,14912.3644,14842.09219,2711.020629,91.59081094,32557.06804
9/25/2018,18,15009.49252,14596.03085,2773.375782,85.41209791,32464.31125
9/25/2018,19,15082.25402,14881.83802,2874.376238,79.15163262,32917.61991
9/25/2018,20,14596.99747,14488.23898,2764.6597,71.30034551,31921.19649
9/25/2018,21,13620.53314,13625.67532,2594.19798,63.85073667,29904.25717
9/25/2018,22,12508.84631,12579.57809,2370.142628,56.77536722,27515.34239
9/25/2018,23,11470.78291,11607.33998,2173.069721,50.39051616,25301.58312
9/26/2018,0,10868.85259,10851.61259,2049.966267,46.47163413,23816.90308
9/26/2018,1,10372.90453,10302.57612,1952.831818,43.90138889,22672.21386
9/26/2018,2,10061.28728,9973.646387,1882.757356,42.43311473,21960.12414
9/26/2018,3,9966.311284,9856.744288,1855.333875,42.49729681,21720.88674
9/26/2018,4,10103.16854,10029.7854,1898.534194,44.14589721,22075.63404
9/26/2018,5,10672.78527,10642.79199,2050.515269,47.53060848,23413.62314
9/26/2018,6,11769.64642,11580.40765,2289.84379,51.70339638,25691.60125
9/26/2018,7,12377.53014,11930.50569,2368.069565,53.16384719,26729.26925
9/26/2018,8,12299.10067,12241.40741,2409.621957,55.14265151,27005.27268
9/26/2018,9,12192.81611,12541.13113,2467.537371,57.43156661,27258.91618
9/26/2018,10,12109.02476,13058.80979,2350.053938,61.2642429,27579.15274
9/26/2018,11,12232.7807,13633.6417,2225.7309,66.40205037,28158.55535
9/26/2018,12,12583.75388,14313.89321,2261.280517,73.16823254,29232.09584
9/26/2018,13,13241.2926,15237.01652,2347.553991,80.52391073,30906.38701
9/26/2018,14,13865.89223,16082.6667,2456.073215,87.07148471,32491.70363
9/26/2018,15,14698.88761,16825.87257,2594.812003,90.88912655,34210.4613
9/26/2018,16,15149.43303,17048.17077,2689.378129,92.516163,34979.49809
9/26/2018,17,15568.41931,16827.97862,2767.111195,91.5666353,35255.07576
9/26/2018,18,15514.01868,16242.06791,2845.905977,84.80409663,34686.79666
9/26/2018,19,15393.26588,16139.87095,2914.383706,77.70180493,34525.22234
9/26/2018,20,14668.42814,15391.44195,2820.576474,69.69771968,32950.14428
9/26/2018,21,13644.35911,14322.51464,2661.077347,61.90802581,30689.85913
9/26/2018,22,12623.62749,13069.39851,2420.135605,54.67907453,28167.84068
9/26/2018,23,11679.3774,11997.388,2214.507698,48.63175365,25939.90485
9/27/2018,0,10956.38679,11189.87331,2085.784836,45.2447555,24277.28969
9/27/2018,1,10470.23551,10615.70741,1982.300916,43.110701,23111.35454
9/27/2018,2,10101.88901,10193.74842,1915.384096,42.16394332,22253.18548
9/27/2018,3,9955.007593,10018.54474,1918.032902,42.44008789,21934.02532
9/27/2018,4,10107.74551,10206.52476,1918.00156,43.62682457,22275.89866
9/27/2018,5,10669.96925,10834.51042,2059.50417,47.1968964,23611.18073
9/27/2018,6,11730.96039,11755.45871,2289.838524,51.52556891,25827.7832
9/27/2018,7,12383.39608,12143.25617,2360.547404,52.34752885,26939.54718
9/27/2018,8,12430.64335,12613.49916,2379.067595,53.71936981,27476.92947
9/27/2018,9,12718.57605,13227.65458,2393.693376,55.69332685,28395.61733
9/27/2018,10,12382.79987,13973.9655,2356.063645,59.65995231,28772.48897
9/27/2018,11,12452.66351,14778.42699,2356.505961,64.62712092,29652.22359
9/27/2018,12,12593.98122,15585.61115,2429.975424,72.17305901,30681.74085
9/27/2018,13,13179.35003,16653.96728,2534.191832,79.67544077,32447.18459
9/27/2018,14,13870.2997,17449.38386,2665.341704,83.41873787,34068.444
9/27/2018,15,14611.43613,17857.07518,2808.941539,90.55013897,35368.00298
9/27/2018,16,15171.16756,17668.27908,2928.909259,94.92203359,35863.27793
9/27/2018,17,15494.51763,17347.15676,2962.20514,93.41160858,35897.29114
9/27/2018,18,15360.62298,16543.66718,3038.345499,85.13587631,35027.77153
9/27/2018,19,15280.31683,16405.22491,3070.067828,77.27977697,34832.88934
9/27/2018,20,14605.15124,15822.08007,2939.348544,69.39678677,33435.97664
9/27/2018,21,13701.06987,14789.44309,2735.72016,62.663248,31288.89637
9/27/2018,22,12622.02109,13486.31521,2506.166509,55.9478287,28670.45064
9/27/2018,23,11683.00611,12383.96544,2278.431538,49.80397714,26395.20707
9/28/2018,0,10978.11269,11516.91302,2151.599276,45.90705761,24692.53205
9/28/2018,1,10449.99757,10892.28062,2041.435773,43.39443994,23427.1084
9/28/2018,2,10103.94335,10477.7083,2035.056278,42.06260144,22658.77053
9/28/2018,3,9973.818019,10282.71744,2012.416011,42.20997757,22311.16145
9/28/2018,4,10110.89213,10418.79543,2005.670852,43.7681603,22579.12658
9/28/2018,5,10684.14686,11013.52252,2098.101221,46.57246273,23842.34306
9/28/2018,6,11724.35374,11971.12977,2322.71761,49.78514116,26067.98626
9/28/2018,7,12397.67996,12432.22584,2419.745638,51.2437547,27300.89519
9/28/2018,8,12456.42083,12729.52748,2488.248476,53.23519278,27727.43198
9/28/2018,9,12490.99373,13145.56405,2443.422755,55.41806788,28135.3986
9/28/2018,10,12380.16358,13749.59366,2424.909386,60.01288402,28614.67951
9/28/2018,11,12192.87488,14313.73524,2413.634356,67.38382192,28987.62829
9/28/2018,12,12031.55802,14899.91802,2422.234572,75.76028623,29429.4709
9/28/2018,13,12321.35529,15622.44872,2502.138929,83.91309431,30529.85604
9/28/2018,14,12648.51129,16216.50227,2570.479542,73.83397419,31509.32707
9/28/2018,15,13191.60115,16622.74604,2668.911833,92.40200494,32575.66103
9/28/2018,16,13742.49879,16779.29029,2823.398043,92.28139184,33437.46852
9/28/2018,17,14016.33473,16395.32529,2919.321245,89.61884022,33420.60011
9/28/2018,18,14063.49309,15799.59311,2925.453602,83.16606931,32871.70587
9/28/2018,19,14129.94431,15515.65256,2934.09247,76.81361704,32656.50296
9/28/2018,20,13658.02683,14824.63634,2862.59534,70.69397882,31415.95249
9/28/2018,21,12931.99226,13977.74584,2701.022529,65.18810714,29675.94873
9/28/2018,22,12088.84268,12949.24313,2465.82273,59.51826131,27563.4268
9/28/2018,23,11243.38983,12026.35768,2272.002928,54.20711191,25595.95755
9/29/2018,0,10604.48134,11226.60683,2131.493222,50.6957204,24013.27711
9/29/2018,1,10201.96788,10731.30017,2029.670785,48.31560841,23011.25445
9/29/2018,2,9864.532555,10286.69794,1936.333126,46.92986001,22134.49348
9/29/2018,3,9662.441305,10013.12578,1894.484675,45.81221563,21615.86397
9/29/2018,4,9649.30741,10007.1695,1893.595117,45.68294955,21595.75497
9/29/2018,5,9879.374626,10236.89493,1946.965644,46.89865784,22110.13386
9/29/2018,6,10351.70388,10584.62868,2031.550811,49.30944874,23017.19282
9/29/2018,7,10624.63289,10650.67366,2106.024171,50.99346527,23432.32419
9/29/2018,8,10757.17039,10906.91144,2164.727546,54.71782249,23883.5272
9/29/2018,9,11135.09849,11302.93394,2137.357806,59.20053958,24634.59078
9/29/2018,10,11026.10732,11575.22004,2130.749319,65.18176351,24797.25845
9/29/2018,11,10840.99698,11849.46775,2135.550096,70.80190751,24896.81673
9/29/2018,12,10858.12092,12104.42009,2163.449404,76.23022676,25202.22063
9/29/2018,13,11071.63763,12707.40843,2244.369231,80.52725386,26103.94255
9/29/2018,14,11095.19,13303.52284,2335.176577,83.78719944,26817.67662
9/29/2018,15,11208.52542,13848.92523,2474.278701,85.63755987,27617.36691
9/29/2018,16,11569.08989,14165.72269,2610.511558,85.85340687,28431.17754
9/29/2018,17,12121.1291,14103.88379,2711.078583,83.23165469,29019.32313
9/29/2018,18,12502.87049,13822.70825,2798.365593,77.54817788,29201.49252
9/29/2018,19,12851.48018,13856.89337,2837.862246,71.99439904,29618.23019
9/29/2018,20,12622.52344,13363.52529,2733.510347,66.19134071,28785.75042
9/29/2018,21,12141.4737,12674.60694,2598.407744,61.06242842,27475.55081
9/29/2018,22,11490.07429,11882.20984,2411.119034,56.08167661,25839.48484
9/29/2018,23,10788.12488,11063.1598,2225.551095,51.51514378,24128.35092
9/30/2018,0,10196.57648,10470.27513,2086.257305,47.70656702,22800.81548
9/30/2018,1,9825.307505,10012.59191,1970.248949,44.80754516,21852.95591
9/30/2018,2,9534.48193,9646.509368,1896.093359,43.02323307,21120.10789
9/30/2018,3,9348.385251,9398.88433,1850.462108,42.21278669,20639.94448
9/30/2018,4,9312.846967,9310.122289,1843.343352,42.66195654,20508.97456
9/30/2018,5,9431.610332,9367.611004,1870.316394,43.61830681,20713.15604
9/30/2018,6,9718.328915,9516.693521,1925.280874,45.70223624,21206.00555
9/30/2018,7,9827.675059,9483.607763,1972.956988,47.22261348,21331.46242
9/30/2018,8,10314.54645,9731.524725,2058.367438,50.47809454,22154.91671
9/30/2018,9,10359.68305,10263.55038,2097.281496,54.61657638,22775.1315
9/30/2018,10,10199.68287,10705.89185,2151.027135,60.16930679,23116.77117
9/30/2018,11,10104.44876,11316.37027,2222.82968,65.0783944,23708.7271
9/30/2018,12,10221.10554,11924.70644,2334.69199,71.24903444,24551.753
9/30/2018,13,10532.65232,12798.53822,2514.292499,77.37239022,25922.85543
9/30/2018,14,10909.31519,13580.24781,2560.755032,81.73632397,27132.05436
9/30/2018,15,11428.38478,14215.49787,2697.758688,84.34383925,28425.98518
9/30/2018,16,11667.82038,14582.36987,2790.662874,85.37368837,29126.22681
9/30/2018,17,12240.74307,14550.34529,2850.292104,82.68087872,29724.06134
9/30/2018,18,12676.78755,14403.10357,2902.018566,79.53259337,30061.44227
9/30/2018,19,13082.41708,14532.41781,3003.734786,76.76355649,30695.33323
9/30/2018,20,12764.38604,14032.95912,2880.961809,71.49789989,29749.80486
9/30/2018,21,12135.77389,13334.39209,2726.449119,65.86073971,28262.47584
9/30/2018,22,11305.36511,12302.80777,2499.0132,60.0036247,26167.18971
9/30/2018,23,10478.09793,11309.38437,2266.236927,55.17102237,24108.89024
10/1/2018,0,10021.76002,10609.22659,2130.498995,51.47012475,22812.95573
10/1/2018,1,9674.876663,10171.94607,2043.467334,49.22338395,21939.51345
10/1/2018,2,9470.117164,9856.473039,1980.474278,47.98807929,21355.05256
10/1/2018,3,9416.943807,9694.17948,1962.32107,47.34442591,21120.78878
10/1/2018,4,9616.064117,9949.940043,1997.159756,48.51057645,21611.67449
10/1/2018,5,10210.37084,10660.58421,2170.543218,51.31296362,23092.81122
10/1/2018,6,11289.16855,11699.38126,2433.748912,54.99540518,25477.29413
10/1/2018,7,12024.23737,12166.44235,2547.402834,57.79353393,26795.87609
10/1/2018,8,12130.4574,12791.57029,2646.035663,62.14700268,27630.21036
10/1/2018,9,12190.56989,13640.74937,2790.222536,66.99884104,28688.54063
10/1/2018,10,12289.64515,14343.56306,2874.120493,73.30387288,29580.63257
10/1/2018,11,12221.95507,15206.77514,3080.722431,78.00621431,30587.45886
10/1/2018,12,12211.00598,15948.80868,3198.348787,83.91885143,31442.08229
10/1/2018,13,12627.88869,16907.91086,3231.490198,87.13913949,32854.42889
10/1/2018,14,12939.70806,17379.70084,3249.015413,89.62692935,33658.05124
10/1/2018,15,13330.87804,17655.50521,3228.66773,86.76072789,34301.81171
10/1/2018,16,13561.31875,17831.95922,3273.741121,84.05895016,34751.07803
10/1/2018,17,13872.19839,17464.58318,3227.79816,80.73710866,34645.31685
10/1/2018,18,14086.22696,16952.77361,3270.158487,78.40485573,34387.56391
10/1/2018,19,14303.85323,16934.21889,3318.087498,76.86156854,34633.02119
10/1/2018,20,13824.50853,16222.67909,3164.988757,72.23892723,33284.4153
10/1/2018,21,13027.33462,15197.80002,2935.281017,66.07865578,31226.49432
10/1/2018,22,12066.18087,13824.19712,2641.600934,59.99371111,28591.97263
10/1/2018,23,11199.78348,12570.08936,2392.853993,54.1960131,26216.92284
10/2/2018,0,10679.07457,11641.98943,2232.895871,50.4119212,24604.37179
10/2/2018,1,10275.39765,10873.129,2148.09943,48.04872291,23344.67481
10/2/2018,2,9950.310112,10494.38571,2073.100895,46.65885757,22564.45558
10/2/2018,3,9779.089812,10288.39453,2001.283124,46.09805306,22114.86552
10/2/2018,4,9973.850977,10446.92372,2036.432024,47.20773537,22504.41445
10/2/2018,5,10542.93668,11102.06113,2178.926589,50.48598125,23874.41039
10/2/2018,6,11652.3199,12172.77338,2438.906536,54.48846317,26318.48828
10/2/2018,7,12645.25226,12634.93449,2579.386592,57.00692568,27916.58026
10/2/2018,8,12690.00044,13042.62966,2632.723372,60.75127989,28426.10475
10/2/2018,9,12671.37425,13615.99171,2705.662585,64.71196926,29057.74051
10/2/2018,10,12567.45925,14032.28313,2781.98897,69.26600473,29450.99736
10/2/2018,11,12408.17957,14368.57407,2667.868972,74.23547261,29518.85809
10/2/2018,12,12448.67884,14569.98985,2718.460069,79.88340779,29817.01217
10/2/2018,13,12628.1623,14801.08171,2821.901,82.74408351,30333.88909
10/2/2018,14,13001.76381,14973.01643,2948.466454,82.82891081,31006.07561
10/2/2018,15,13437.05325,15139.34262,2901.515216,83.57741573,31561.4885
10/2/2018,16,13862.3802,14928.78487,2938.865463,85.11321592,31815.14375
10/2/2018,17,14092.49183,14533.97577,2941.423844,83.45917003,31651.35061
10/2/2018,18,14276.59905,14419.29385,2988.108541,79.85324774,31763.85469
10/2/2018,19,14554.71178,14488.17292,3063.644812,77.65102456,32184.18053
10/2/2018,20,14185.40111,14125.77612,2952.210444,72.6218115,31336.00949
10/2/2018,21,13404.64294,13522.37116,2771.112132,66.56955848,29764.69578
10/2/2018,22,12356.77653,12544.11758,2481.474042,59.79912662,27442.16728
10/2/2018,23,11479.86928,11570.93614,2288.374444,54.31226271,25393.49212
10/3/2018,0,10926.74674,10926.55788,2150.063982,50.66154296,24054.03014
10/3/2018,1,10482.76081,10455.81312,2045.126228,48.21057335,23031.91073
10/3/2018,2,10198.58994,10188.56122,1970.55166,47.28614855,22404.98897
10/3/2018,3,10080.4775,10002.8318,1942.190225,47.09456336,22072.59408
10/3/2018,4,10232.39102,10170.92944,1983.338824,48.29921203,22434.9585
10/3/2018,5,10807.91798,10864.98328,2132.30494,51.39141092,23856.5976
10/3/2018,6,11919.20052,11908.08892,2381.997235,55.32145672,26264.60813
10/3/2018,7,12652.02611,12400.00539,2499.09913,56.686818,27607.81744
10/3/2018,8,12767.02121,12762.67597,2562.487595,59.19992534,28151.3847
10/3/2018,9,12804.63716,13048.88012,2559.197419,61.45713259,28474.17184
10/3/2018,10,12836.36897,13250.46847,2555.012048,65.57377173,28707.42325
10/3/2018,11,12817.64317,13447.65901,2616.098069,69.15732468,28950.55758
10/3/2018,12,12903.33758,13664.48616,2682.564221,73.59348985,29323.98145
10/3/2018,13,12944.63759,13898.77437,2709.961236,75.79191831,29629.16511
10/3/2018,14,12821.54224,14073.37192,2733.628196,78.50492269,29707.04728
10/3/2018,15,12897.72887,14038.36581,2777.851531,78.6005088,29792.54672
10/3/2018,16,13210.21317,13833.25129,2823.710071,77.390175,29944.56471
10/3/2018,17,13295.99232,13749.82541,2904.527854,72.48958304,30022.83517
10/3/2018,18,13504.973,13951.49704,2991.767962,70.42523745,30518.66324
10/3/2018,19,13845.72552,14255.92926,3014.760386,67.22267962,31183.63784
10/3/2018,20,13389.6882,13800.40463,2918.605819,61.4651498,30170.1638
10/3/2018,21,12664.23838,13195.11929,2761.380706,56.93562939,28677.67401
10/3/2018,22,11796.82751,12246.31751,2508.032485,51.97093935,26603.14845
10/3/2018,23,10966.61245,11317.10301,2271.77673,47.54666754,24603.03886
10/4/2018,0,10504.29237,10731.77856,2162.256045,44.73755188,23443.06453
10/4/2018,1,10091.80197,10303.54587,2115.267396,43.18914465,22553.80438
10/4/2018,2,9843.345765,9939.807862,2051.212386,42.35815942,21876.72417
10/4/2018,3,9755.203261,9825.18821,1993.886407,42.41340523,21616.69128
10/4/2018,4,9933.112239,9959.182897,2056.984289,43.68090434,21992.96033
10/4/2018,5,10510.62259,10641.38437,2163.242404,46.96220044,23362.21156
10/4/2018,6,11591.67643,11647.63761,2422.057445,51.03780965,25712.4093
10/4/2018,7,12250.48979,12035.40083,2513.116318,52.86401078,26851.87094
10/4/2018,8,12166.27401,12271.86885,2544.767097,54.12233464,27037.03229
10/4/2018,9,12113.53497,12565.70774,2565.591694,55.14165658,27299.97605
10/4/2018,10,12004.91639,12945.2329,2616.264057,56.41858494,27622.83193
10/4/2018,11,11950.96991,13127.60349,2581.109709,57.91760646,27717.60072
10/4/2018,12,11871.54079,13336.52484,2551.966253,60.30901694,27820.3409
10/4/2018,13,11796.39679,13522.32393,2514.563442,62.04907845,27895.33325
10/4/2018,14,11787.91132,13658.8643,2563.336805,63.76926124,28073.88169
10/4/2018,15,11975.58103,13743.59647,2642.032611,65.05652331,28426.26664
10/4/2018,16,12226.97662,13833.81535,2723.348907,65.47412323,28849.615
10/4/2018,17,12595.16642,13683.95037,2818.062174,65.63758583,29162.81656
10/4/2018,18,12924.31247,13726.49469,2931.276851,63.41584338,29645.49985
10/4/2018,19,13273.71503,13956.87997,3014.314587,62.37458498,30307.28417
10/4/2018,20,12902.38606,13552.10106,2894.02258,58.84223092,29407.35193
10/4/2018,21,12268.83396,12953.74582,2690.301744,54.09699763,27966.97853
10/4/2018,22,11357.89079,11917.392,2456.442346,49.09327929,25780.81842
10/4/2018,23,10550.99246,11023.12983,2236.180417,44.98512124,23855.28783
10/5/2018,0,10156.1891,10455.72132,2081.926773,42.71540398,22736.5526
10/5/2018,1,9773.041969,9993.439181,1979.516639,41.0575459,21787.05533
10/5/2018,2,9520.004888,9704.608993,1952.870853,40.45495967,21217.93969
10/5/2018,3,9450.82396,9577.651816,1911.644231,40.8534185,20980.97343
10/5/2018,4,9594.050863,9769.891513,1903.416558,42.28837043,21309.6473
10/5/2018,5,10136.73497,10394.67755,2056.396002,45.31238991,22633.12092
10/5/2018,6,11168.1589,11352.25944,2320.18276,49.52026417,24890.12137
10/5/2018,7,11750.11142,11682.87372,2434.922701,50.2239736,25918.13182
10/5/2018,8,11572.96512,11896.22733,2474.694485,51.18410931,25995.07105
10/5/2018,9,11412.03913,12144.90251,2533.186342,51.96515168,26142.09313
10/5/2018,10,11404.96364,12344.08571,2479.245074,52.9108776,26281.20531
10/5/2018,11,11206.13103,12675.83098,2395.45955,54.18724117,26331.6088
10/5/2018,12,11260.37724,12857.77798,2386.197465,56.15216516,26560.50485
10/5/2018,13,11362.77002,13307.38498,2429.638414,58.51215,27158.30557
10/5/2018,14,11381.70514,13425.16069,2500.797372,61.41230164,27369.0755
10/5/2018,15,11630.87261,13712.215,2538.210614,63.4066754,27944.70491
10/5/2018,16,12019.32976,13891.92643,2639.229744,64.52910658,28615.01504
10/5/2018,17,12459.67894,13768.81909,2748.19878,64.1640449,29040.86086
10/5/2018,18,12739.20741,13630.19407,2829.2426,62.23964969,29260.88373
10/5/2018,19,13023.41595,13763.33986,2867.295827,60.24062423,29714.29227
10/5/2018,20,12661.41582,13342.23517,2774.791136,56.39402225,28834.83615
10/5/2018,21,12075.87121,12740.44741,2644.226887,52.33860105,27512.88411
10/5/2018,22,11336.07023,11959.93692,2440.308972,48.07580981,25784.39193
10/5/2018,23,10648.54053,11062.39798,2233.554471,43.89997346,23988.39296
10/6/2018,0,10236.63232,10363.47223,2091.360178,41.56944441,22733.03418
10/6/2018,1,9813.06739,9847.16779,1993.317783,40.06477242,21693.61774
10/6/2018,2,9903.44321,9568.115578,1931.689823,39.34746536,21442.59608
10/6/2018,3,9773.578736,9389.416287,1893.223662,39.42820159,21095.64689
10/6/2018,4,9763.056586,9412.167059,1879.076148,40.14353083,21094.44332
10/6/2018,5,9911.80694,9635.12811,1946.555504,42.10439848,21535.59495
10/6/2018,6,10346.26029,10001.70984,2029.82514,45.10386174,22422.89913
10/6/2018,7,10663.83175,10094.69305,2096.820737,46.02961718,22901.37515
10/6/2018,8,10720.57766,10385.58737,2226.12896,48.08736627,23380.38136
10/6/2018,9,10611.45212,10593.16967,2331.072231,49.07996179,23584.77398
10/6/2018,10,10383.90781,10773.61017,2356.142905,48.88585705,23562.54674
10/6/2018,11,10137.80951,10766.47838,2274.860702,49.6320147,23228.78061
10/6/2018,12,10069.21728,10874.74968,2130.679999,50.62717519,23125.27414
10/6/2018,13,10114.14817,10918.27884,2064.034465,51.39409854,23147.85558
10/6/2018,14,10245.50177,10992.24242,1972.825753,52.35206677,23262.92201
10/6/2018,15,10634.23196,10997.2367,2065.901877,53.61551987,23750.98606
10/6/2018,16,11021.8828,11146.00672,2168.214464,56.47041663,24392.57441
10/6/2018,17,11482.42567,11335.54984,2297.117765,56.03016551,25171.12344
10/6/2018,18,11998.37672,11740.18921,2496.815021,56.66988503,26292.05083
10/6/2018,19,12321.16209,12085.44274,2526.079899,55.89904896,26988.58378
10/6/2018,20,12029.1324,11816.85296,2432.897999,53.21116791,26332.09453
10/6/2018,21,11547.12849,11384.07063,2335.312893,50.38100497,25316.89302
10/6/2018,22,10912.93484,10824.30178,2174.78704,46.74953525,23958.7732
10/6/2018,23,10339.67788,10257.73159,2047.013415,43.61164649,22688.03453
10/7/2018,0,10075.17452,9823.987817,1921.221816,41.74226296,21862.12642
10/7/2018,1,9856.185603,9402.039872,1824.780855,40.41758839,21123.42392
